step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid,val-aux/longvt_longvt-val/answered/mean@1,val-aux/longvt_longvt-val/evidence_iou/mean@1,val-aux/longvt_longvt-val/format_score/mean@1,val-aux/longvt_longvt-val/judge_used/mean@1,val-aux/longvt_longvt-val/num_tool_calls/mean@1,val-aux/longvt_longvt-val/reward/mean@1,val-aux/longvt_longvt-val/score/mean@1,val-aux/num_turns/max,val-aux/num_turns/mean,val-aux/num_turns/min,val-core/longvt_longvt-val/acc/mean@1
10,1.09685,0.0506694,0.001,0.000707243,0.0118934,1e-05,132.509,39.1509,42.0996,0,0,0.0118927,0,2.94542,-0.0118928,-3.27665,2.94542,-0.0118928,-3.27665,2.35714,1.30807,0.5,2.35714,1.30807,0.5,925305,925305,925305,925305,925305,0,4,4,4,0.342194,0.298019,1203.06,769.123,925305,0,4148,4043.5,3945,0,0,3651,3185.45,367,0,3651,3185.45,367,8.11846,0.00384641,0.00224038,0.00260505,0.00352292,0.00261063,0.0126697,-0.00628257,1.00262,1.06159,3.01838,1.06421,3.02581,0.000172628,0.360009,0.153345,0.350559,0.159733,13.0358,2.47268,0.335881,120.962,103.158,67.4943,-1,-1,-1,1.74279,120.962,-1,3945,3651,0.263078,0.796381,0.120334,0.000140787,0.325784,146.789,151.458,141.891,0.00035569,,6.30349e-05,769.123,4.95e-05,,324.374,3.97128,0,10,0.999149,0.237735,0.00851625,0.0129452,1,,,,,,,,,,,
11,1.07155,0.0491437,0.001,0.000687034,0.0125984,1e-05,100.399,39.1509,42.0996,0,0,0.0125977,0,3.74414,-0.0125977,-3.18401,3.74414,-0.0125977,-3.18401,2.5,1.25858,0,2.5,1.25858,0,928380,928380,928380,928380,928380,0,4,4,4,0.340443,0.30035,1215.8,763.598,928380,0,4143,3992.25,3931,0,0,3670,3260.72,2939,0,3670,3260.72,2939,0.436606,0.00460315,0.00245911,0.00280742,0.00342588,0.00275235,0.0118119,-0.00995016,1.00276,1.05473,2.96774,1.05748,2.97589,0.000184702,0.391217,0.144416,0.343845,0.171473,15.2374,2.68277,0.332184,128.139,109.516,80.8968,-1,-1,-1,15.2374,124.171,-1,3931,3407,0.0929734,0.46316,0.136365,0.0663094,0.322216,163.283,142.4,134.073,0.000381565,,6.103e-05,763.598,4.6699e-05,,319.219,3.95047,0,11,0.999091,0.220632,0.00870947,0.0133698,1,,,,,,,,,,,
12,1.13756,0.0534727,0.001,0.000754163,0.0485827,1e-05,100.047,39.2042,42.0996,0,0,0.048582,0,2.90525,-0.048582,-2.99571,2.90525,-0.048582,-2.99571,2.40909,1.02102,0.016129,2.40909,1.02102,0.016129,929189,929189,929189,929189,929189,0,4,4,4,0.341526,0.298875,1198.81,775.09,929189,0,4145,4041.5,3936,0,0,3642,3217.79,510,0,3642,3217.79,510,0.865837,0.00545835,0.00241419,0.00210975,0.00291151,0.00222403,0.0109382,-0.00415266,1.00223,1.10996,3.11031,1.11218,3.11699,0.000177019,0.409474,0.144145,0.342743,0.164484,26.6295,2.59015,0.326528,121.342,105.102,72.8237,-1,-1,-1,26.6295,115.961,-1,3954,3480,0.282286,0.839919,0.15149,0.000103095,0.321814,168.653,149.447,133.938,0.000507759,,5.6607e-05,775.09,5.0528e-05,,318.473,3.94944,0,12,0.99911,0.387584,0.00873306,0.0131984,1,,,,,,,,,,,
13,1.10653,0.0497553,0.001,0.000726307,0.000916027,1e-05,115.944,39.2042,42.0996,0,0,0.000915291,0,2.35188,-0.00091529,-2.40945,2.35188,-0.00091529,-2.40945,2.39209,1.3019,0.5,2.39209,1.3019,0.5,918316,918316,918316,918316,918316,0,4,4,4,0.342851,0.299378,1223.24,750.721,918316,0,4128,3943.75,3755,0,0,3644,3230.59,279,0,3644,3230.59,279,8.64573,0.00546145,0.00261629,0.00254544,0.00349017,0.00250956,0.010113,-0.00726497,1.00252,1.07321,2.99472,1.07572,3.00224,0.000180214,0.354536,0.153742,0.34209,0.165494,10.2373,2.47711,0.342582,118.607,102.094,65.6078,-1,-1,-1,2.19718,118.607,-1,3755,3282,0.083171,0.528148,0.130227,0.00034148,0.320494,146.606,144.2,141.184,0.000463278,,5.3616e-05,750.721,4.7158e-05,,314.147,3.92618,0,13,0.999025,0.39545,0.00905803,0.0138127,1,,,,,,,,,,,
14,1.12204,0.050368,0.001,0.000724047,-0.0276099,1e-05,131.963,39.2042,42.0996,0,0,-0.0276106,0,2.471,0.0276106,-3.07909,2.471,0.0276106,-3.07909,2.4675,1.19901,0,2.4675,1.19901,0,912769,912769,912769,912769,912769,0,4,3.96875,2,0.342214,0.298804,1176.89,775.576,912769,0,4133,3929.62,3630,0,0,3574,3201.38,114,0,3574,3201.38,114,2.07419,0.00513756,0.00268496,0.00286184,0.00372283,0.00293269,0.0139604,-0.00664127,1.00294,1.10796,3.12208,1.11089,3.13182,0.000180841,0.392817,0.152154,0.352805,0.165066,32.6229,2.98615,0.232262,112.894,97.3059,31.1068,-1,-1,-1,32.6229,107.332,-1,3957,3326,0.107314,0.483043,0.136028,0,0.325415,160.967,149.082,138.882,0.000426291,,5.485e-05,775.576,4.8187e-05,,322.029,3.95223,0,14,0.998988,0.289831,0.00928349,0.01397,1,,,,,,,,,,,
15,1.31774,0.0528375,0.001,0.000709561,0.0868494,1e-05,100.183,39.2042,42.0996,0,0,0.0868487,0,3.12858,-0.0868487,-2.18634,3.12858,-0.0868487,-2.18634,2.33214,1.12601,0.5,2.33214,1.12601,0.5,929971,929971,929971,929971,929971,0,4,4,4,0.339409,0.29869,1170.79,794.307,929971,0,4137,3992.88,3936,0,0,4796,3272.52,2935,0,4796,3272.52,2935,2.12355,0.0038687,0.00266713,0.00320893,0.00375838,0.00296919,0.0172123,-0.00917506,1.00298,1.11712,24.9888,1.12009,25.2172,0.000176045,0.429524,0.144139,0.346387,0.163716,34.5368,2.88062,0.336388,140.903,107.669,59.632,-1,-1,-1,34.5368,118.271,-1,3956,3355,0.11047,0.957889,0.151028,0.062025,0.295241,179.92,153.514,134.045,0.000453121,,5.4326e-05,794.307,5.37931e-05,,322.13,4.05317,0,15,0.999103,0.662201,0.00855995,0.0136741,1,,,,,,,,,,,
16,1.09401,0.0483726,0.001,0.000734682,0.018621,1e-05,101.05,39.2042,42.0996,0,0,0.0186202,0,2.59008,-0.0186202,-2.00929,2.59008,-0.0186202,-2.00929,2.42105,1.28113,0.5,2.42105,1.28113,0.5,930697,930697,930697,930697,930697,0,4,4,4,0.342625,0.299481,1240.99,749.965,930697,0,4143,3995.12,3939,0,0,3630,3275.95,2965,0,3630,3275.95,2965,33.4408,0.0052942,0.00230751,0.00201726,0.00331407,0.00203534,0.0123408,-0.00668192,1.00204,1.06409,2.95852,1.06613,2.9647,0.000175026,0.368184,0.142593,0.340116,0.162896,13.1349,2.11517,0.323364,124.199,106.538,64.942,-1,-1,-1,13.1349,116.957,-1,4143,3158,0.137795,0.806679,0.152951,0.063192,0.321158,154.387,141.713,132.711,0.000509957,,5.57549e-05,749.965,4.836e-05,,316.545,3.96023,0,16,0.999082,0.273116,0.00888116,0.0132011,1,,,,,,,,,,,
17,1.10112,0.0495548,0.001,0.000725498,0.0357089,1e-05,117.423,39.2042,42.0996,0,0,0.0357082,0,1.80358,-0.0357082,-2.63896,1.80358,-0.0357082,-2.63896,2.44697,1.35761,0,2.44697,1.35761,0,926953,926953,926953,926953,926953,0,4,4,4,0.342654,0.299229,1223.18,757.824,926953,0,4134,3990.62,3933,0,0,3706,3251.2,2864,0,3706,3251.2,2864,23.6243,0.00519371,0.00257142,0.00266393,0.00341645,0.00254737,0.0146153,-0.00996161,1.00256,1.08017,3.02387,1.08271,3.03188,0.000177289,0.354,0.153508,0.344299,0.164338,8.34922,2.29305,0.333145,116.462,100.494,65.6282,-1,-1,-1,8.34922,113.464,-1,3945,3388,0.0872292,0.701109,0.132558,0.064974,0.3158,147.318,144.384,142.295,0.000406341,,5.5884e-05,757.824,4.82759e-05,,319.149,4.043,0,17,0.999092,0.245089,0.00888772,0.0132385,1,,,,,,,,,,,
18,1.07727,0.0535016,0.001,0.000717881,0.0286824,1e-05,100.798,39.2042,42.0996,0,0,0.0286817,0,2.71644,-0.0286817,-2.74656,2.71644,-0.0286817,-2.74656,2.5,1.19045,0.5,2.5,1.19045,0.5,915621,915621,915621,915621,915621,0,4,4,4,0.341453,0.297764,1227.26,746.069,915621,0,4141,3975.5,3615,0,0,3629,3177.79,2719,0,3629,3177.79,2719,3.21104,0.00509965,0.00253194,0.00254611,0.00346348,0.00249523,0.0151823,-0.00632703,1.00251,1.05168,2.94124,1.05417,2.94829,0.000185084,0.352741,0.14971,0.339821,0.169467,13.5027,2.61313,0.350359,114.917,99.0589,66.483,-1,-1,-1,5.15059,114.15,-1,3950,3611,0.0951465,0.708324,0.136242,0.0542727,0.312141,143.48,149.749,137.078,0.000312523,,7.48569e-05,746.069,4.8816e-05,,311.147,3.97841,0,18,0.999019,0.22415,0.00914019,0.0136783,1,,,,,,,,,,,
19,1.10827,0.0501017,0.001,0.000756521,-0.0360412,1e-05,101.189,39.2042,42.0996,0,0,-0.0360419,0,3.59002,0.0360419,-3.55882,3.59002,0.0360419,-3.55882,2.5,1.32055,0.5,2.5,1.32055,0.5,928701,928701,928701,928701,928701,0,4,4,4,0.344218,0.297969,1238.22,750.027,928701,0,4151,3996.25,3944,0,0,3570,3259.23,2947,0,3570,3259.23,2947,3.49977,0.00417113,0.00221952,0.00234214,0.00325996,0.00233551,0.00972986,-0.00548226,1.00234,1.07959,3.03103,1.08192,3.03822,0.000177239,0.361162,0.144379,0.338692,0.164602,8.77842,2.12966,0.330368,118.934,103.764,69.009,-1,-1,-1,4.1346,116.775,-1,3944,3454,0.128267,1.46408,0.168113,0.0610196,0.318622,150.67,146.132,134.085,0.000380194,,5.31089e-05,750.027,5.0343e-05,,314.544,3.9546,0,19,0.999133,0.223657,0.0086968,0.0128272,1,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.964912,0.156658,0.482456,0.964912,0.964912,1.13034,1.13034,4,3.92982,2,0.491228
21,1.05299,0.0496587,0.001,0.000724167,0.00464754,1e-05,98.5732,38.5412,41.2793,0,0,0.00464682,0,2.55203,-0.00464679,-2.93348,2.55203,-0.00464679,-2.93348,2.48387,1.25947,0.5,2.48387,1.25947,0.5,916671,916671,916671,916671,916671,0,4,4,4,0.332257,0.295074,1176.71,779.014,916671,0,4146,3952,3620,0,0,3662,3209.49,2762,0,3662,3209.49,2762,13.3332,0.00500381,0.00251123,0.00252728,0.00367694,0.00272351,0.020375,-0.00636935,1.00273,1.02871,2.87743,1.03143,2.8853,0.000191588,0.368913,0.155171,0.363267,0.175623,16.0891,1.98681,0.28546,120.718,102.262,53.1647,-1,-1,-1,16.0891,116.778,-1,4146,3435,0.253749,0.778968,0.136292,0.0662928,0.325387,151.555,147.567,142.241,3.219e-05,,0.000222373,779.014,4.65519e-05,,332.996,3.99495,0,21,0.999037,0.247102,0.00885969,0.0137787,1,,,,,,,,,,,
22,1.0658,0.0540512,0.001,0.000734735,0.0171203,1e-05,99.2663,38.6128,41.3184,0,0,0.0171195,0,3.55022,-0.0171195,-2.98064,3.55022,-0.0171195,-2.98064,2.4,1.24956,0.5,2.4,1.24956,0.5,921674,921674,921674,921674,921674,0,8,4.03125,4,0.340176,0.292608,1174.64,784.647,921674,0,4143,3929.88,3622,0,0,8971,3270.7,480,0,8971,3270.7,480,1.48412,0.00495124,0.00272935,0.00293975,0.0037828,0.00300718,0.0257024,-0.00626224,1.00302,1.04233,2.89592,1.04534,2.90496,0.000176126,0.357997,0.157937,0.360328,0.162331,13.6247,2.0366,0.281333,121.562,103.072,61.4432,-1,-1,-1,1.6922,121.562,-1,4143,8971,0.348563,0.790397,0.149052,0.000166355,0.329651,149.876,152.199,145.566,0.000303451,,6.1651e-05,784.647,5.02639e-05,,332.104,4.24637,0,22,0.999005,0.26638,0.00902934,0.0140187,1,,,,,,,,,,,
23,1.16117,0.0505666,0.001,0.000785087,0.0177563,1e-05,115.317,38.9267,41.6699,0,0,0.0177555,0,2.07682,-0.0177555,-2.11048,2.07682,-0.0177555,-2.11048,2.43,1.32558,0.5,2.43,1.32558,0.5,922684,922684,922684,922684,922684,0,4,4,4,0.338456,0.299609,1210.69,762.116,922684,0,4142,3964.88,3738,0,0,3603,3243.59,685,0,3603,3243.59,685,2.67748,0.00494885,0.00240312,0.00237751,0.00330176,0.00248869,0.0143912,-0.0051868,1.0025,1.12383,3.15085,1.12632,3.15858,0.000183036,0.354519,0.15102,0.350999,0.168884,10.5303,2.29968,0.31803,116.657,100.467,67.1176,-1,-1,-1,10.5303,113.778,-1,3938,3603,0.796168,0.982366,0.173504,0.000111922,0.313239,147.189,146.99,139.343,0.000391683,,7.1715e-05,762.116,4.9456e-05,,323.861,4.07499,0,23,0.999066,0.365955,0.00899175,0.0133752,1,,,,,,,,,,,
